BRUKSDØGN;PRISOMRÅDE;VOLUM_KWH;ANTALL_ORGANISASJONER;ANTALL_MÅLEPUNKT
2022-05-19;NO4;117224,914;10;25
2022-05-19;NO5;130201,877;6;12
2022-05-20;NO1;283315,653;21;58
2022-05-20;NO2;842304,034;14;25
2022-05-20;NO3;933707,030;6;8
2022-05-20;NO4;188136,054;10;25
2022-05-20;NO5;129218,858;6;12
2022-05-21;NO1;278162,465;21;58
2022-05-21;NO2;836555,538;14;25
2022-05-21;NO3;931855,420;6;8
2022-05-21;NO4;232873,231;10;25
2022-05-21;NO5;126159,129;6;12
2022-05-22;NO1;278829,325;21;58
2022-05-22;NO2;837964,404;14;25
2022-05-22;NO3;930897,550;6;8
2022-05-22;NO4;232595,198;10;25
2022-05-22;NO5;126070,656;6;12
2022-05-23;NO1;283135,175;21;58
2022-05-23;NO2;837798,583;14;25
2022-05-23;NO3;932153,780;6;8
2022-05-23;NO4;233558,587;10;25
2022-05-23;NO5;126501,458;6;12
2022-05-24;NO1;324958,437;21;58
2022-05-24;NO2;838325,694;14;25
2022-05-24;NO3;929034,340;6;8
2022-05-24;NO4;233503,199;10;25
2022-05-24;NO5;126408,823;6;12
2022-05-25;NO1;325424,274;21;58
2022-05-25;NO2;844309,810;14;25
2022-05-25;NO3;933174,450;6;8
2022-05-25;NO4;228253,634;10;23
2022-05-25;NO5;127206,262;6;12
2022-05-26;NO1;322557,701;21;58
2022-05-26;NO2;843383,292;14;25
2022-05-26;NO3;935591,720;6;8
2022-05-26;NO4;232604,929;10;23
2022-05-26;NO5;127203,238;6;12
2022-05-27;NO1;322506,421;21;58
2022-05-27;NO2;832676,118;14;25
2022-05-27;NO3;936750,770;6;8
2022-05-27;NO4;232417,967;10;23
2022-05-27;NO5;127111,633;6;12
2022-05-28;NO1;324489,852;21;58
2022-05-28;NO2;753362,482;14;25
2022-05-28;NO3;936238,000;6;8
2022-05-28;NO4;229424,091;10;23
2022-05-28;NO5;126354,871;6;12
2022-05-29;NO1;321560,833;21;58
2022-05-29;NO2;475653,015;14;25
2022-05-29;NO3;936931,300;6;8
2022-05-29;NO4;226998,228;10;23
2022-05-29;NO5;125056,376;6;12
2022-05-30;NO1;323176,246;21;58
2022-05-30;NO2;474344,296;14;25
2022-05-30;NO3;930236,290;6;8
2022-05-30;NO4;224881,222;10;24
2022-05-30;NO5;126595,776;6;12
2022-05-31;NO1;280990,642;21;58
2022-05-31;NO2;476802,808;14;25
2022-05-31;NO3;930590,530;6;8
2022-05-31;NO4;227944,941;10;24
2022-05-31;NO5;126686,806;6;12
2022-06-01;NO1;280011,877;21;58
2022-06-01;NO2;476826,886;14;25
2022-06-01;NO3;934096,440;6;8
2022-06-01;NO4;235711,669;10;24
2022-06-01;NO5;125464,343;6;12
2022-06-02;NO1;280377,620;21;58
2022-06-02;NO2;477770,121;14;25
2022-06-02;NO3;933547,720;6;8
2022-06-02;NO4;235693,758;10;24
2022-06-02;NO5;122380,260;6;12
2022-06-03;NO1;281584,720;21;58
2022-06-03;NO2;479050,741;14;25
2022-06-03;NO3;933332,490;6;8
2022-06-03;NO4;235326,201;10;25
2022-06-03;NO5;129227,532;6;12
2022-06-04;NO1;280950,925;21;58
2022-06-04;NO2;479319,673;14;25
2022-06-04;NO3;935482,760;6;8
2022-06-04;NO4;234748,007;10;25
2022-06-04;NO5;124271,455;6;12
2022-06-05;NO1;310704,947;21;58
2022-06-05;NO2;471420,254;14;25
2022-06-05;NO3;934090,550;6;8
2022-06-05;NO4;235587,423;10;25
2022-06-05;NO5;141072,049;6;12
2022-06-06;NO1;363718,690;21;58
2022-06-06;NO2;721054,283;14;25
2022-06-06;NO3;932961,260;6;8
2022-06-06;NO4;235837,736;10;25
2022-06-06;NO5;152560,893;6;12
2022-06-07;NO1;365389,359;21;58
2022-06-07;NO2;476201,899;14;25
2022-06-07;NO3;926410,880;6;8
2022-06-07;NO4;235410,310;10;25
2022-06-07;NO5;146762,727;6;12
2022-06-08;NO1;307402,670;22;60
2022-06-08;NO2;484473,479;14;25
2022-06-08;NO3;921448,250;6;8
2022-06-08;NO4;231633,503;10;25
2022-06-08;NO5;132127,370;6;12
2022-06-09;NO1;368657,078;22;60
2022-06-09;NO2;485106,274;14;25
2022-06-09;NO3;920308,290;6;8
2022-06-09;NO4;234796,775;10;25
2022-06-09;NO5;127074,420;6;12
2022-06-10;NO1;369076,338;22;60
2022-06-10;NO2;489226,439;14;25
2022-06-10;NO3;906655,900;6;8
2022-06-10;NO4;235568,983;10;25
2022-06-10;NO5;141316,567;6;12
2022-06-11;NO1;366778,306;22;60
2022-06-11;NO2;489542,721;14;25
2022-06-11;NO3;907647,430;6;8
2022-06-11;NO4;233395,882;10;25
2022-06-11;NO5;153058,951;6;12
2022-06-12;NO1;366306,046;22;60
2022-06-12;NO2;483976,625;14;25
2022-06-12;NO3;906746,040;6;8
2022-06-12;NO4;232900,048;10;25
2022-06-12;NO5;155559,196;6;12
2022-06-13;NO1;368132,725;22;60
2022-06-13;NO2;481945,055;14;25
2022-06-13;NO3;913740,660;6;8
2022-06-13;NO4;237643,662;10;25
2022-06-13;NO5;136815,895;6;12
2022-06-14;NO1;319867,909;22;60
2022-06-14;NO2;488602,540;14;25
2022-06-14;NO3;915846,340;6;8
2022-06-14;NO4;249806,710;10;25
2022-06-14;NO5;123416,810;6;12
2022-06-15;NO1;291312,926;22;60
2022-06-15;NO2;493361,376;14;25
2022-06-15;NO3;916507,580;6;8
2022-06-15;NO4;257695,509;10;25
2022-06-15;NO5;135730,046;6;12
2022-06-16;NO1;290637,403;22;60
2022-06-16;NO2;494172,996;14;25
2022-06-16;NO3;917631,960;6;8
2022-06-16;NO4;258128,511;10;25
2022-06-16;NO5;139501,302;6;12
2022-06-17;NO1;290361,636;22;60
2022-06-17;NO2;483201,286;14;25
2022-06-17;NO3;909580,340;6;8
2022-06-17;NO4;259723,184;10;25
2022-06-17;NO5;123747,474;6;12
2022-06-18;NO1;290416,230;22;60
2022-06-18;NO2;480470,143;14;25
2022-06-18;NO3;904869,640;6;8
2022-06-18;NO4;258785,583;10;25
2022-06-18;NO5;123619,325;6;12
2022-06-19;NO1;287318,803;22;60
2022-06-19;NO2;471269,568;14;25
2022-06-19;NO3;908150,940;6;8
2022-06-19;NO4;260050,916;10;25
2022-06-19;NO5;125611,228;6;12
2022-06-20;NO1;284849,462;22;60
2022-06-20;NO2;482971,907;14;25
2022-06-20;NO3;902336,010;6;8
2022-06-20;NO4;259532,964;10;25
2022-06-20;NO5;124092,759;6;12
2022-06-21;NO1;285502,747;22;60
2022-06-21;NO2;487684,495;14;25
2022-06-21;NO3;907741,750;6;8
2022-06-21;NO4;259080,702;10;25
2022-06-21;NO5;132869,683;6;12
2022-06-22;NO1;296039,395;22;60
2022-06-22;NO2;490420,276;14;25
2022-06-22;NO3;909598,400;6;8
2022-06-22;NO4;260065,477;10;25
2022-06-22;NO5;125291,493;6;12
2022-06-23;NO1;299366,350;22;60
2022-06-23;NO2;490100,564;14;25
2022-06-23;NO3;907478,580;6;8
2022-06-23;NO4;271527,033;10;25
2022-06-23;NO5;124976,802;6;12
2022-06-24;NO1;301419,910;22;60
2022-06-24;NO2;491811,880;14;25
2022-06-24;NO3;896544,730;6;8
2022-06-24;NO4;292414,582;10;25
2022-06-24;NO5;124847,324;6;12
2022-06-25;NO1;301667,914;22;60
2022-06-25;NO2;492948,002;14;25
2022-06-25;NO3;870063,050;6;8
2022-06-25;NO4;309355,795;10;25
2022-06-25;NO5;124387,657;6;12
2022-06-26;NO1;297402,922;22;60
2022-06-26;NO2;480439,641;14;25
2022-06-26;NO3;873045,220;6;8
2022-06-26;NO4;308812,238;10;25
2022-06-26;NO5;124027,607;6;12
2022-06-27;NO1;298263,691;22;60
2022-06-27;NO2;482511,237;14;25
2022-06-27;NO3;878137,270;6;8
2022-06-27;NO4;307559,038;10;25
2022-06-27;NO5;122730,956;6;12
2022-06-28;NO1;300140,655;22;60
2022-06-28;NO2;491956,563;14;25
2022-06-28;NO3;901245,360;6;8
2022-06-28;NO4;303732,011;10;25
2022-06-28;NO5;125588,753;6;12
2022-06-29;NO1;300661,720;22;60
2022-06-29;NO2;492109,956;14;25
2022-06-29;NO3;898332,360;6;8
2022-06-29;NO4;305114,307;10;25
2022-06-29;NO5;133576,339;6;12
2022-06-30;NO1;268426,015;22;60
2022-06-30;NO2;497226,638;14;25
2022-06-30;NO3;890261,300;6;8
2022-06-30;NO4;307355,225;10;25
2022-06-30;NO5;146236,855;6;12
2022-07-01;NO1;231545,534;22;60
2022-07-01;NO2;496815,778;14;25
2022-07-01;NO3;871718,990;6;8
2022-07-01;NO4;308817,739;10;23
2022-07-01;NO5;141044,359;6;12
2022-07-02;NO1;226614,856;22;60
2022-07-02;NO2;493022,700;14;25
2022-07-02;NO3;883510,650;6;8
2022-07-02;NO4;306041,847;10;23
2022-07-02;NO5;160457,400;6;12
2022-07-03;NO1;222991,690;22;60
2022-07-03;NO2;478423,095;14;25
2022-07-03;NO3;892535,340;6;8
2022-07-03;NO4;309235,989;10;23
2022-07-03;NO5;159264,122;6;12
2022-07-04;NO1;223187,539;22;60
2022-07-04;NO2;481774,283;14;25
2022-07-04;NO3;892288,820;6;8
2022-07-04;NO4;308856,872;10;23
2022-07-04;NO5;149456,190;6;12
2022-07-05;NO1;222786,928;22;60
2022-07-05;NO2;488616,036;14;25
2022-07-05;NO3;899424,230;6;10
2022-07-05;NO4;307867,549;10;23
2022-07-05;NO5;143236,177;6;12
2022-07-06;NO1;223990,391;22;60
2022-07-06;NO2;488480,693;14;25
2022-07-06;NO3;897970,350;6;10
2022-07-06;NO4;315720,832;10;23
2022-07-06;NO5;130062,219;6;12
2022-07-07;NO1;225005,346;22;60
2022-07-07;NO2;494187,252;14;25
2022-07-07;NO3;907831,760;6;10
2022-07-07;NO4;323691,816;10;23
2022-07-07;NO5;131612,485;6;12
2022-07-08;NO1;226121,964;22;60
2022-07-08;NO2;496645,765;14;25
2022-07-08;NO3;899426,790;6;10
2022-07-08;NO4;322809,259;10;23
2022-07-08;NO5;137079,958;6;12
2022-07-09;NO1;223692,227;22;60
2022-07-09;NO2;494145,390;14;25
2022-07-09;NO3;909704,340;6;10
2022-07-09;NO4;321482,761;10;23
2022-07-09;NO5;147168,174;6;12
2022-07-10;NO1;223579,083;21;59
2022-07-10;NO2;488811,790;14;25
2022-07-10;NO3;905052,410;6;10
2022-07-10;NO4;320311,080;10;23
2022-07-10;NO5;147310,712;6;12
2022-07-11;NO1;224975,071;21;59
2022-07-11;NO2;492399,086;14;25
2022-07-11;NO3;902740,130;6;10
2022-07-11;NO4;322145,591;10;23
2022-07-11;NO5;147223,744;6;12
2022-07-12;NO1;226614,081;21;59
2022-07-12;NO2;492915,632;14;25
2022-07-12;NO3;896888,620;6;10
2022-07-12;NO4;325648,649;10;23
2022-07-12;NO5;147402,369;6;12
2022-07-13;NO1;229369,902;21;59
2022-07-13;NO2;360896,876;14;25
2022-07-13;NO3;898319,060;6;10
2022-07-13;NO4;317207,968;10;23
2022-07-13;NO5;146895,985;6;12
2022-07-14;NO1;227932,199;21;59
2022-07-14;NO2;290752,913;14;25
2022-07-14;NO3;911862,120;6;10
2022-07-14;NO4;315845,654;10;23
2022-07-14;NO5;158643,556;6;12
2022-07-15;NO1;227585,236;21;59
2022-07-15;NO2;486357,875;14;25
2022-07-15;NO3;910514,240;6;10
2022-07-15;NO4;346023,176;10;25
2022-07-15;NO5;167556,198;6;12
2022-07-16;NO1;225504,533;21;59
2022-07-16;NO2;615062,208;14;25
2022-07-16;NO3;911659,590;6;10
2022-07-16;NO4;348368,340;10;25
2022-07-16;NO5;168471,992;6;12
2022-07-17;NO1;226581,318;21;59
2022-07-17;NO2;478528,919;14;25
2022-07-17;NO3;908907,120;6;10
2022-07-17;NO4;347721,960;10;25
2022-07-17;NO5;167815,362;6;12
2022-07-18;NO1;230312,058;21;59
2022-07-18;NO2;484642,580;14;25
2022-07-18;NO3;907802,320;6;10
2022-07-18;NO4;347461,073;10;25
2022-07-18;NO5;168005,865;6;12
2022-07-19;NO1;228980,541;21;59
2022-07-19;NO2;493435,964;14;25
2022-07-19;NO3;903070,540;6;10
2022-07-19;NO4;353498,259;10;25
2022-07-19;NO5;147692,169;6;12
2022-07-20;NO1;233654,160;21;59
2022-07-20;NO2;499436,582;14;25
2022-07-20;NO3;892770,100;6;10
2022-07-20;NO4;368013,294;10;25
2022-07-20;NO5;124736,370;6;12
2022-07-21;NO1;235933,996;21;59
2022-07-21;NO2;495149,965;14;25
2022-07-21;NO3;905790,190;6;10
2022-07-21;NO4;368419,252;10;25
2022-07-21;NO5;140019,814;6;12
2022-07-22;NO1;229367,254;21;59
2022-07-22;NO2;488683,300;14;25
2022-07-22;NO3;911193,810;6;10
2022-07-22;NO4;371199,162;10;25
2022-07-22;NO5;151214,862;6;12
2022-07-23;NO1;227286,542;21;59
2022-07-23;NO2;486053,157;14;25
2022-07-23;NO3;906122,530;6;10
2022-07-23;NO4;372708,687;10;25
2022-07-23;NO5;122724,192;6;12
2022-07-24;NO1;228458,554;21;59
2022-07-24;NO2;474995,405;14;25
2022-07-24;NO3;901669,750;6;10
2022-07-24;NO4;373133,072;10;25
2022-07-24;NO5;121592,188;6;12
2022-07-25;NO1;231397,939;21;59
2022-07-25;NO2;479429,385;14;25
2022-07-25;NO3;883340,500;6;10
2022-07-25;NO4;373323,512;10;25
2022-07-25;NO5;145630,070;6;12
2022-07-26;NO1;230429,183;21;59
2022-07-26;NO2;492206,739;14;25
2022-07-26;NO3;899173,670;6;10
2022-07-26;NO4;370164,201;10;25
2022-07-26;NO5;167027,746;6;12
2022-07-27;NO1;229910,495;21;59
2022-07-27;NO2;494645,994;13;24
2022-07-27;NO3;930960,090;6;10
2022-07-27;NO4;372002,259;10;25
2022-07-27;NO5;167273,300;6;12
2022-07-28;NO1;228866,744;21;59
2022-07-28;NO2;491643,784;13;24
2022-07-28;NO3;954712,530;6;10
2022-07-28;NO4;375817,802;10;25
2022-07-28;NO5;167562,448;6;12
2022-07-29;NO1;231428,403;21;59
2022-07-29;NO2;492760,093;13;24
2022-07-29;NO3;954210,350;6;10
2022-07-29;NO4;375602,169;10;25
2022-07-29;NO5;166367,250;6;12
2022-07-30;NO1;229300,684;21;59
2022-07-30;NO2;485467,632;13;24
2022-07-30;NO3;963580,620;6;10
2022-07-30;NO4;375125,792;10;25
2022-07-30;NO5;167512,718;6;12
2022-07-31;NO1;231857,997;21;59
2022-07-31;NO2;477593,345;13;24
2022-07-31;NO3;958162,360;6;10
2022-07-31;NO4;370921,973;10;25
2022-07-31;NO5;166528,348;6;12
2022-08-01;NO1;232171,247;21;59
2022-08-01;NO2;482301,226;13;24
2022-08-01;NO3;962122,300;6;10
2022-08-01;NO4;372249,790;10;25
2022-08-01;NO5;166456,686;6;12
2022-08-02;NO1;230407,713;21;59
2022-08-02;NO2;205203,959;13;24
2022-08-02;NO3;979074,610;6;10
2022-08-02;NO4;379168,644;10;26
2022-08-02;NO5;166300,097;6;12
2022-08-03;NO1;235953,982;21;59
2022-08-03;NO2;202403,046;13;24
2022-08-03;NO3;992900,160;6;10
2022-08-03;NO4;395388,520;10;27
2022-08-03;NO5;166585,675;6;12
2022-08-04;NO1;234623,976;21;59
2022-08-04;NO2;204292,511;13;24
2022-08-04;NO3;1021581,490;6;10
2022-08-04;NO4;415604,376;10;27
2022-08-04;NO5;165990,120;6;12
2022-08-05;NO1;233104,201;21;59
2022-08-05;NO2;201901,963;13;24
2022-08-05;NO3;1040667,770;6;10
2022-08-05;NO4;420548,378;10;27
2022-08-05;NO5;166086,866;6;12
2022-08-06;NO1;229237,577;21;59
2022-08-06;NO2;201534,217;13;24
2022-08-06;NO3;1037757,680;6;10
2022-08-06;NO4;418777,797;10;27
2022-08-06;NO5;166000,567;6;12
2022-08-07;NO1;229544,966;21;59
2022-08-07;NO2;189686,190;13;24
2022-08-07;NO3;1052605,760;6;10
2022-08-07;NO4;420950,946;10;27
2022-08-07;NO5;166036,116;6;12
2022-08-08;NO1;233423,875;21;59
2022-08-08;NO2;196721,764;13;24
2022-08-08;NO3;1058245,970;6;10
2022-08-08;NO4;421525,593;10;27
2022-08-08;NO5;166921,864;6;12
2022-08-09;NO1;232305,595;21;59
2022-08-09;NO2;201871,602;13;24
2022-08-09;NO3;1082653,090;6;10
2022-08-09;NO4;418995,321;10;27
2022-08-09;NO5;167645,090;6;12
2022-08-10;NO1;237613,388;21;59
2022-08-10;NO2;435409,268;13;24
2022-08-10;NO3;1069946,930;6;10
2022-08-10;NO4;422290,282;10;28
2022-08-10;NO5;169154,286;6;12
2022-08-11;NO1;235432,646;21;59
2022-08-11;NO2;434315,062;13;24
2022-08-11;NO3;1097791,220;6;10
2022-08-11;NO4;438948,985;10;29
2022-08-11;NO5;168638,684;6;12
2022-08-12;NO1;234554,586;21;59
2022-08-12;NO2;443155,497;13;24
2022-08-12;NO3;1116910,140;6;10
2022-08-12;NO4;454777,773;10;29
2022-08-12;NO5;169071,760;6;12
2022-08-13;NO1;231885,127;21;59
2022-08-13;NO2;450225,481;13;24
2022-08-13;NO3;1121586,980;6;10
2022-08-13;NO4;459030,777;10;29
2022-08-13;NO5;168918,908;6;12
2022-08-14;NO1;231717,552;21;59
2022-08-14;NO2;461448,257;13;24
2022-08-14;NO3;1102164,140;6;10
2022-08-14;NO4;456824,643;10;29
2022-08-14;NO5;168741,034;6;12
2022-08-15;NO1;238466,589;21;59
2022-08-15;NO2;460953,023;13;24
2022-08-15;NO3;1000784,960;6;10
2022-08-15;NO4;458568,862;10;29
2022-08-15;NO5;149864,089;6;12
2022-08-16;NO1;241332,560;21;59
2022-08-16;NO2;469655,700;13;24
2022-08-16;NO3;965483,590;6;10
2022-08-16;NO4;442832,503;10;29
2022-08-16;NO5;126535,511;6;12
2022-08-17;NO1;239650,014;21;59
2022-08-17;NO2;474404,535;13;24
2022-08-17;NO3;1031113,190;6;10
2022-08-17;NO4;460153,989;10;29
2022-08-17;NO5;126580,244;6;12
2022-08-18;NO1;235125,938;21;59
2022-08-18;NO2;429779,204;13;24
2022-08-18;NO3;1055177,100;6;10
2022-08-18;NO4;466043,291;10;29
2022-08-18;NO5;125711,475;6;12
2022-08-19;NO1;238825,240;21;59
2022-08-19;NO2;202979,670;13;24
2022-08-19;NO3;1162655,510;6;10
2022-08-19;NO4;462183,750;10;29
2022-08-19;NO5;124092,405;6;12
2022-08-20;NO1;233009,308;21;59
2022-08-20;NO2;196476,590;13;24
2022-08-20;NO3;1218472,930;6;10
2022-08-20;NO4;464407,528;10;29
2022-08-20;NO5;116102,917;6;12
2022-08-21;NO1;230671,150;21;59
2022-08-21;NO2;184162,803;13;24
2022-08-21;NO3;1215220,080;6;10
2022-08-21;NO4;461995,234;10;29
2022-08-21;NO5;111112,088;6;12
2022-08-22;NO1;233734,204;21;59
2022-08-22;NO2;181186,685;13;24
2022-08-22;NO3;1236619,050;6;10
2022-08-22;NO4;461304,425;10;29
2022-08-22;NO5;112153,091;6;12
2022-08-23;NO1;233533,787;21;59
2022-08-23;NO2;194392,133;13;24
2022-08-23;NO3;1295309,970;6;10
2022-08-23;NO4;431997,753;10;29
2022-08-23;NO5;114878,660;6;12
2022-08-24;NO1;236474,909;21;59
2022-08-24;NO2;212027,993;13;24
2022-08-24;NO3;1272118,990;6;10
2022-08-24;NO4;478422,766;10;30
2022-08-24;NO5;114226,202;6;12
2022-08-25;NO1;239407,821;21;59
2022-08-25;NO2;215058,427;13;24
2022-08-25;NO3;1202966,510;6;10
2022-08-25;NO4;490949,712;10;30
2022-08-25;NO5;111039,144;6;12
2022-08-26;NO1;236153,621;21;59
2022-08-26;NO2;219725,615;13;24
2022-08-26;NO3;1358496,780;6;10
2022-08-26;NO4;498628,725;10;31
2022-08-26;NO5;104519,375;6;12
2022-08-27;NO1;234279,235;21;59
2022-08-27;NO2;215299,622;13;24
2022-08-27;NO3;1354874,660;6;10
2022-08-27;NO4;511240,587;10;31
2022-08-27;NO5;107022,365;6;12
2022-08-28;NO1;228630,136;21;59
2022-08-28;NO2;207579,179;13;24
2022-08-28;NO3;1362577,270;6;10
2022-08-28;NO4;514876,969;10;31
2022-08-28;NO5;107497,018;6;12
2022-08-29;NO1;235091,544;21;59
2022-08-29;NO2;217716,536;13;24
2022-08-29;NO3;1349034,440;6;10
2022-08-29;NO4;521373,513;10;31
2022-08-29;NO5;106941,473;6;12
2022-08-30;NO1;237941,910;21;59
2022-08-30;NO2;209189,780;13;24
2022-08-30;NO3;1357256,080;6;10
2022-08-30;NO4;527840,965;10;31
2022-08-30;NO5;105489,826;6;12
2022-08-31;NO1;242847,953;21;59
2022-08-31;NO2;215643,452;13;24
2022-08-31;NO3;1395072,780;6;10
2022-08-31;NO4;521006,417;10;31
2022-08-31;NO5;104742,827;6;12
2022-09-01;NO1;270578,401;22;63
2022-09-01;NO2;214857,360;14;25
2022-09-01;NO3;1419206,230;6;10
2022-09-01;NO4;516608,586;10;31
2022-09-01;NO5;104342,983;6;12
2022-09-02;NO1;260859,273;22;63
2022-09-02;NO2;219159,133;14;25
2022-09-02;NO3;1423186,000;6;10
2022-09-02;NO4;518574,705;10;31
2022-09-02;NO5;104306,538;6;12
2022-09-03;NO1;261281,432;22;63
2022-09-03;NO2;208889,440;14;25
2022-09-03;NO3;1437305,800;6;10
2022-09-03;NO4;515497,797;10;31
2022-09-03;NO5;107707,605;6;12
2022-09-04;NO1;259526,674;22;63
2022-09-04;NO2;196488,225;14;25
2022-09-04;NO3;1438601,270;6;10
2022-09-04;NO4;524489,556;10;31
2022-09-04;NO5;107802,193;6;12
2022-09-05;NO1;265114,691;22;63
2022-09-05;NO2;203823,829;14;25
2022-09-05;NO3;1439434,380;6;11
2022-09-05;NO4;486749,931;11;32
2022-09-05;NO5;108399,425;6;12
2022-09-06;NO1;266446,609;22;63
2022-09-06;NO2;216705,547;14;25
2022-09-06;NO3;1430016,690;6;11
2022-09-06;NO4;543159,330;11;32
2022-09-06;NO5;99183,915;6;12
2022-09-07;NO1;266931,541;22;63
2022-09-07;NO2;220127,478;14;25
2022-09-07;NO3;1445533,110;6;11
2022-09-07;NO4;542008,042;11;32
2022-09-07;NO5;82060,414;6;12
2022-09-08;NO1;266336,758;22;63
2022-09-08;NO2;222807,464;14;25
2022-09-08;NO3;1459977,920;6;12
2022-09-08;NO4;534290,368;11;32
2022-09-08;NO5;100456,862;6;12
2022-09-09;NO1;264407,277;22;63
2022-09-09;NO2;222545,795;14;25
2022-09-09;NO3;1461171,240;6;12
2022-09-09;NO4;550218,732;11;32
2022-09-09;NO5;102331,327;6;12
2022-09-10;NO1;259839,387;22;63
2022-09-10;NO2;210777,650;14;25
2022-09-10;NO3;1472675,130;6;12
2022-09-10;NO4;554667,095;11;32
2022-09-10;NO5;95760,587;6;12
2022-09-11;NO1;260485,001;22;63
2022-09-11;NO2;201303,060;14;25
2022-09-11;NO3;1465717,940;6;12
2022-09-11;NO4;551580,123;11;32
2022-09-11;NO5;90897,165;6;12
2022-09-12;NO1;266332,134;22;63
2022-09-12;NO2;223943,846;14;25
2022-09-12;NO3;1471070,980;6;12
2022-09-12;NO4;213089,895;11;32
2022-09-12;NO5;85418,287;6;12
2022-09-13;NO1;263171,326;22;63
2022-09-13;NO2;258071,751;14;25
2022-09-13;NO3;1466348,790;6;14
2022-09-13;NO4;321986,815;11;32
2022-09-13;NO5;79123,506;6;12
2022-09-14;NO1;266232,069;22;63
2022-09-14;NO2;265109,007;14;25
2022-09-14;NO3;1438814,790;6;14
2022-09-14;NO4;544351,407;11;32
2022-09-14;NO5;85769,584;6;12
2022-09-15;NO1;265823,584;22;63
2022-09-15;NO2;261634,469;14;25
2022-09-15;NO3;1450889,820;6;14
2022-09-15;NO4;554103,601;11;32
2022-09-15;NO5;88085,705;6;12
2022-09-16;NO1;266513,086;22;63
2022-09-16;NO2;231487,006;14;25
2022-09-16;NO3;1475004,160;6;14
2022-09-16;NO4;569857,895;11;32
2022-09-16;NO5;96645,606;6;12
2022-09-17;NO1;263106,769;22;63
2022-09-17;NO2;233445,648;14;25
2022-09-17;NO3;1485036,400;6;14
2022-09-17;NO4;559218,470;11;32
2022-09-17;NO5;96591,659;6;12
2022-09-18;NO1;264721,061;22;63
2022-09-18;NO2;224889,316;14;25
2022-09-18;NO3;1476087,150;6;14
2022-09-18;NO4;563837,359;11;32
2022-09-18;NO5;96332,263;6;12
2022-09-19;NO1;270130,039;22;63
2022-09-19;NO2;222844,131;14;25
2022-09-19;NO3;1395461,800;6;14
2022-09-19;NO4;573506,541;11;32
2022-09-19;NO5;96700,139;6;12
2022-09-20;NO1;267771,085;22;63
2022-09-20;NO2;227105,073;14;25
2022-09-20;NO3;1323642,420;6;14
2022-09-20;NO4;575118,542;11;32
2022-09-20;NO5;95981,344;6;12
2022-09-21;NO1;267958,687;22;63
2022-09-21;NO2;223659,527;14;25
2022-09-21;NO3;1315714,120;6;14
2022-09-21;NO4;597669,781;11;32
2022-09-21;NO5;95724,982;6;12
2022-09-22;NO1;266402,620;22;63
2022-09-22;NO2;227836,736;14;25
2022-09-22;NO3;1314231,990;6;14
2022-09-22;NO4;591550,896;11;32
2022-09-22;NO5;94713,701;6;12
2022-09-23;NO1;266982,660;22;63
2022-09-23;NO2;227301,072;14;25
2022-09-23;NO3;1303739,540;6;14
2022-09-23;NO4;591615,181;11;32
2022-09-23;NO5;94059,359;6;12
2022-09-24;NO1;262644,939;22;63
2022-09-24;NO2;224271,187;14;25
2022-09-24;NO3;1313322,640;6;14
2022-09-24;NO4;600599,183;11;32
2022-09-24;NO5;92762,010;6;12
2022-09-25;NO1;262032,779;22;63
2022-09-25;NO2;211890,418;14;25
2022-09-25;NO3;1316943,590;6;14
2022-09-25;NO4;593871,084;11;32
2022-09-25;NO5;93969,529;6;12
2022-09-26;NO1;267922,790;22;63
2022-09-26;NO2;212269,534;14;25
2022-09-26;NO3;1294856,080;6;14
2022-09-26;NO4;585071,608;11;32
2022-09-26;NO5;94613,859;6;12
2022-09-27;NO1;269831,716;22;63
2022-09-27;NO2;213393,249;14;25
2022-09-27;NO3;1119509,710;6;14
2022-09-27;NO4;462146,231;11;32
2022-09-27;NO5;94002,848;6;12
2022-09-28;NO1;270080,353;22;63
2022-09-28;NO2;212991,209;14;25
2022-09-28;NO3;1313936,270;6;14
2022-09-28;NO4;413283,510;11;32
2022-09-28;NO5;94204,583;6;12
2022-09-29;NO1;267186,760;22;63
2022-09-29;NO2;217523,072;14;25
2022-09-29;NO3;1317082,820;6;14
2022-09-29;NO4;414861,331;11;32
2022-09-29;NO5;94520,327;6;12
2022-09-30;NO1;266211,589;22;63
2022-09-30;NO2;218768,592;14;25
2022-09-30;NO3;1322208,460;6;14
2022-09-30;NO4;521354,626;11;32
2022-09-30;NO5;95690,447;6;12
2022-10-01;NO1;259023,614;22;63
2022-10-01;NO2;215908,482;14;25
2022-10-01;NO3;1318690,510;6;14
2022-10-01;NO4;599469,471;11;32
2022-10-01;NO5;108864,282;6;12
2022-10-02;NO1;258561,376;22;63
2022-10-02;NO2;199567,349;14;25
2022-10-02;NO3;1332946,340;6;14
2022-10-02;NO4;598231,132;11;32
2022-10-02;NO5;107790,199;6;12
2022-10-03;NO1;263389,397;22;63
2022-10-03;NO2;203104,668;14;25
2022-10-03;NO3;1334941,620;6;14
2022-10-03;NO4;598901,751;11;32
2022-10-03;NO5;104488,759;6;12
2022-10-04;NO1;265031,902;22;63
2022-10-04;NO2;212119,117;14;25
2022-10-04;NO3;1331588,530;6;14
2022-10-04;NO4;622874,307;11;32
2022-10-04;NO5;100645,309;6;12
2022-10-05;NO1;268865,948;22;63
